# x
1.725324630737304688e+00 1.725298166275024414e+00
-1.311302185058593750e-05 -1.725298166275024414e+00
1.335144042968750000e-05 1.725298166275024414e+00
1.725324392318725586e+00 -1.311302185058593750e-05
-1.725324392318725586e+00 1.335144042968750000e-05
-8.626687526702880859e-01 -1.725298166275024414e+00
8.626689910888671875e-01 1.725298166275024414e+00
1.725324392318725586e+00 -8.626687526702880859e-01
-1.725324392318725586e+00 8.626689910888671875e-01
8.626425266265869141e-01 -1.725298166275024414e+00
-8.626422882080078125e-01 1.725298166275024414e+00
1.725324392318725586e+00 8.626427650451660156e-01
-1.725324392318725586e+00 -8.626422882080078125e-01
-1.293996572494506836e+00 -1.725298166275024414e+00
1.293996810913085938e+00 1.725298166275024414e+00
1.725324392318725586e+00 -1.293996572494506836e+00
-1.725324392318725586e+00 1.293996810913085938e+00
4.313147068023681641e-01 -1.725298166275024414e+00
-4.313144683837890625e-01 1.725298166275024414e+00
1.725324392318725586e+00 4.313147068023681641e-01
-1.725324392318725586e+00 -4.313144683837890625e-01
-4.313409328460693359e-01 -1.725298166275024414e+00
4.313411712646484375e-01 1.725298166275024414e+00
1.725324392318725586e+00 -4.313409328460693359e-01
-1.725324392318725586e+00 4.313411712646484375e-01
1.293970346450805664e+00 -1.725298166275024414e+00
-1.293970108032226562e+00 1.725298166275024414e+00
1.725324392318725586e+00 1.293970584869384766e+00
-1.725324392318725586e+00 -1.293970108032226562e+00
-1.509660482406616211e+00 -1.725298166275024414e+00
1.509660720825195312e+00 1.725298166275024414e+00
1.725324392318725586e+00 -1.509660482406616211e+00
-1.725324392318725586e+00 1.509660720825195312e+00
2.156507968902587891e-01 -1.725298166275024414e+00
-2.156505584716796875e-01 1.725298166275024414e+00
1.725324392318725586e+00 2.156507968902587891e-01
-1.725324392318725586e+00 -2.156505584716796875e-01
-6.470048427581787109e-01 -1.725298166275024414e+00
6.470050811767578125e-01 1.725298166275024414e+00
1.725324392318725586e+00 -6.470048427581787109e-01
-1.725324392318725586e+00 6.470050811767578125e-01
1.078306436538696289e+00 -1.725298166275024414e+00
-1.078306198120117188e+00 1.725298166275024414e+00
1.725324392318725586e+00 1.078306674957275391e+00
-1.725324392318725586e+00 -1.078306198120117188e+00
-1.078332662582397461e+00 -1.725298166275024414e+00
1.078332901000976562e+00 1.725298166275024414e+00
1.725324392318725586e+00 -1.078332662582397461e+00
-1.725324392318725586e+00 1.078332901000976562e+00
6.469786167144775391e-01 -1.725298166275024414e+00
-6.469783782958984375e-01 1.725298166275024414e+00
1.725324392318725586e+00 6.469788551330566406e-01
-1.725324392318725586e+00 -6.469783782958984375e-01
-2.156770229339599609e-01 -1.725298166275024414e+00
2.156772613525390625e-01 1.725298166275024414e+00
1.725324392318725586e+00 -2.156770229339599609e-01
-1.725324392318725586e+00 2.156772613525390625e-01
1.509634256362915039e+00 -1.725298166275024414e+00
-1.509634017944335938e+00 1.725298166275024414e+00
1.725324392318725586e+00 1.509634494781494141e+00
-1.725324392318725586e+00 -1.509634017944335938e+00
-1.617492437362670898e+00 -1.725298166275024414e+00
1.617492675781250000e+00 1.725298166275024414e+00
1.725324392318725586e+00 -1.617492437362670898e+00
-1.725324392318725586e+00 1.617492675781250000e+00
1.078188419342041016e-01 -1.725298166275024414e+00
-1.078186035156250000e-01 1.725298166275024414e+00
1.725324392318725586e+00 1.078188419342041016e-01
-1.725324392318725586e+00 -1.078186035156250000e-01
-7.548367977142333984e-01 -1.725298166275024414e+00
7.548370361328125000e-01 1.725298166275024414e+00
1.725324392318725586e+00 -7.548367977142333984e-01
-1.725324392318725586e+00 7.548370361328125000e-01
9.704744815826416016e-01 -1.725298166275024414e+00
-9.704742431640625000e-01 1.725298166275024414e+00
1.725324392318725586e+00 9.704747200012207031e-01
-1.725324392318725586e+00 -9.704742431640625000e-01
-1.186164617538452148e+00 -1.725298166275024414e+00
1.186164855957031250e+00 1.725298166275024414e+00
1.725324392318725586e+00 -1.186164617538452148e+00
-1.725324392318725586e+00 1.186164855957031250e+00
5.391466617584228516e-01 -1.725298166275024414e+00
-5.391464233398437500e-01 1.725298166275024414e+00
1.725324392318725586e+00 5.391466617584228516e-01
-1.725324392318725586e+00 -5.391464233398437500e-01
-3.235089778900146484e-01 -1.725298166275024414e+00
3.235092163085937500e-01 1.725298166275024414e+00
1.725324392318725586e+00 -3.235089778900146484e-01
-1.725324392318725586e+00 3.235092163085937500e-01
1.401802301406860352e+00 -1.725298166275024414e+00
-1.401802062988281250e+00 1.725298166275024414e+00
1.725324392318725586e+00 1.401802539825439453e+00
-1.725324392318725586e+00 -1.401802062988281250e+00
-1.401828527450561523e+00 -1.725298166275024414e+00
1.401828765869140625e+00 1.725298166275024414e+00
1.725324392318725586e+00 -1.401828527450561523e+00
-1.725324392318725586e+00 1.401828765869140625e+00
3.234827518463134766e-01 -1.725298166275024414e+00
-3.234825134277343750e-01 1.725298166275024414e+00
1.725324392318725586e+00 3.234827518463134766e-01
-1.725324392318725586e+00 -3.234825134277343750e-01
-5.391728878021240234e-01 -1.725298166275024414e+00
5.391731262207031250e-01 1.725298166275024414e+00
1.725324392318725586e+00 -5.391728878021240234e-01
-1.725324392318725586e+00 5.391731262207031250e-01
1.186138391494750977e+00 -1.725298166275024414e+00
-1.186138153076171875e+00 1.725298166275024414e+00
1.725324392318725586e+00 1.186138629913330078e+00
-1.725324392318725586e+00 -1.186138153076171875e+00
-9.705007076263427734e-01 -1.725298166275024414e+00
9.705009460449218750e-01 1.725298166275024414e+00
1.725324392318725586e+00 -9.705007076263427734e-01
